Authors,Pub.Year,Journal,Species,Taxon.group,Year/Year.Span,Population,Study.ID,Subset,NC,CombNC,NC.type,Trait.Name,Trait.Class,Fitness.Measure.Defined,Fit.Comp,Grad.linear.value,Grad.linear.StErr,Same.Study,Birds,Physical.Artifact,Other.Org.NC,Multiple.Species,Borderline.ambiguous.case
Charmantier et al.,2004,Journal of Evolutionary Biology,Parus caeruleus,V,1997,Rouviere,6,32,M,Y,C,chick weight,Size,survival (recruitment to the breeding population),S,0.439252574,0.17607498,0,1,1,0,0,0
Charmantier et al.,2004,Journal of Evolutionary Biology,Parus caeruleus,V,1998,Rouviere,6,32,M,Y,C,chick weight,Size,survival (recruitment to the breeding population),S,0.407573682,0.21049808,0,1,1,0,0,0
Charmantier et al.,2004,Journal of Evolutionary Biology,Parus caeruleus,V,1999,Rouviere,6,32,M,Y,C,chick weight,Size,survival (recruitment to the breeding population),S,-0.022490144,0.23084246,0,1,1,0,0,0
Charmantier et al.,2004,Journal of Evolutionary Biology,Parus caeruleus,V,2000,Rouviere,6,32,M,Y,C,chick weight,Size,survival (recruitment to the breeding population),S,0.443829345,0.20349114,0,1,1,0,0,0
Charmantier et al.,2004,Journal of Evolutionary Biology,Parus caeruleus,V,2001,Rouviere,6,32,M,Y,C,chick weight,Size,survival (recruitment to the breeding population),S,0.574041341,0.33576417,0,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1979,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,-0.027,0.053,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1980,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,0.024,0.092,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1981,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,-0.244,0.141,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1982,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,-0.014,0.117,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1983,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,0.01,0.139,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1985,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,0.041,0.069,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1986,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,0.029,0.092,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1987,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,-0.01,0.06,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1988,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,-0.013,0.096,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1989,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,-0.029,0.047,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1990,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,-0.054,0.031,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1991,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,0.018,0.054,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1992,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,0.025,0.045,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1993,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,0.049,0.047,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1994,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,0.01,0.054,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1995,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,0.067,0.059,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1996,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,0.09,0.053,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1997,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,0.009,0.022,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1998,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,0.025,0.037,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1999,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,0.076,0.05,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,2000,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,-0.009,0.047,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,2001,"Abbotsbury, Dorset, south coast of England",7,33,M,Y,C,clutch size,OtherLH,female survival,S,0.005,0.059,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1979,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.363,0.031,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1980,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.435,0.129,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1981,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.172,0.052,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1982,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.231,0.07,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1983,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.113,0.117,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1984,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.338,0.091,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1985,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.384,0.131,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1986,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.365,0.054,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1987,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.203,0.065,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1988,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.31,0.064,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1989,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.287,0.037,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1990,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.222,0.045,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1991,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.297,0.037,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1992,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.276,0.053,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1993,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.385,0.051,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1994,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.446,0.06,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1995,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.391,0.093,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1996,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.276,0.041,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1997,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.291,0.046,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1998,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.244,0.053,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1999,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.362,0.058,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,2000,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.217,0.063,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,2001,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.248,0.039,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,2002,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.179,0.045,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,2003,"Abbotsbury, Dorset, south coast of England",7,34,M,Y,C,clutch size,OtherLH,number of hatchlings,F,0.278,0.037,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1979,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.584,0.282,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1980,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.867,0.324,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1981,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.478,0.427,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1982,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.623,0.354,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1983,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.531,0.315,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1984,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.811,0.242,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1985,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.262,0.236,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1986,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,1.203,0.398,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1987,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.372,0.216,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1988,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.358,0.248,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1989,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.709,0.297,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1990,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.226,0.22,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1991,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.291,0.216,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1992,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.199,0.222,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1993,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.502,0.258,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1994,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.75,0.315,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1995,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.078,0.413,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1996,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.237,0.174,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1997,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.581,0.192,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1998,"Abbotsbury, Dorset, south coast of England",7,35,M,Y,C,clutch size,OtherLH,number of recruits,F,0.512,0.211,1,1,1,0,0,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1979,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.071,0.053,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1980,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.298,0.092,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1981,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.431,0.141,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1982,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.177,0.117,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1983,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.139,0.139,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1985,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,0.033,0.069,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1986,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.137,0.092,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1987,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.081,0.06,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1988,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.152,0.096,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1989,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.016,0.047,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1990,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.099,0.031,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1991,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.129,0.054,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1992,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.063,0.045,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1993,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.078,0.047,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1994,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.06,0.054,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1995,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.009,0.059,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1996,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,0.01,0.053,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1997,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.037,0.022,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1998,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,0.026,0.037,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1999,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.012,0.05,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,2000,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.162,0.047,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,2001,"Abbotsbury, Dorset, south coast of England",7,36,N,N,NA,laying date,Phen,female survival,S,-0.082,0.059,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1979,"Abbotsbury, Dorset, south coast of England",7,37,N,N,NA,laying date,Phen,number of hatchlings,F,0.007,0.031,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1980,"Abbotsbury, Dorset, south coast of England",7,37,N,N,NA,laying date,Phen,number of hatchlings,F,-0.306,0.129,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1981,"Abbotsbury, Dorset, south coast of England",7,37,N,N,NA,laying date,Phen,number of hatchlings,F,-0.015,0.052,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1982,"Abbotsbury, Dorset, south coast of England",7,37,N,N,NA,laying date,Phen,number of hatchlings,F,-0.134,0.07,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1983,"Abbotsbury, Dorset, south coast of England",7,37,N,N,NA,laying date,Phen,number of hatchlings,F,-0.24,0.117,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1984,"Abbotsbury, Dorset, south coast of England",7,37,N,N,NA,laying date,Phen,number of hatchlings,F,0.014,0.091,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1985,"Abbotsbury, Dorset, south coast of England",7,37,N,N,NA,laying date,Phen,number of hatchlings,F,-0.132,0.131,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1986,"Abbotsbury, Dorset, south coast of England",7,37,N,N,NA,laying date,Phen,number of hatchlings,F,0.037,0.054,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1987,"Abbotsbury, Dorset, south coast of England",7,37,N,N,NA,laying date,Phen,number of hatchlings,F,-0.111,0.065,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1988,"Abbotsbury, Dorset, south coast of England",7,37,N,N,NA,laying date,Phen,number of hatchlings,F,0.004,0.064,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1989,"Abbotsbury, Dorset, south coast of England",7,37,N,N,NA,laying date,Phen,number of hatchlings,F,-0.003,0.037,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1990,"Abbotsbury, Dorset, south coast of England",7,37,N,N,NA,laying date,Phen,number of hatchlings,F,-0.04,0.045,1,1,NA,NA,NA,0
Charmantier et al.,2006,American Naturalist,Cygnus olor,V,1991,"Abbotsbury, Dorset, south coast of England",7,37,N,N,NA,laying date,Phen,number of hatchlings,F,-0.067,0.037,1,1,NA,NA,NA,0
